,Index,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BBh,SO,SLG,OPS,PTS,Type,Link,IP,K,W,SV,ERA,WHIP,ER,BB,G,GS,L,CG,K9,ID,PlayerInfo,Name,Last,Team,Positions,Status,Projections,Rank,Player,RTS,NFBC,ADP,Positions_adp,PlayerInfo_adp,PhotoURL,Player_notes,Notes,PlayerInfo_notes,Name_notes,Last_notes,Team_notes,Positions_notes,Status_notes,Description,vsADP,PtsRank
66,Blake Snell_LAD,,,17,,,,,117,,,,,,,335,P,https://www.fantasypros.com/mlb/players/blake-snell.php,148.1,179.0,11.0,0.0,3.5,1.21,58.0,63.0,26.0,26.0,7.0,0.0,10.88,blake-snell,Blake Snell (LAD - SP),Blake Snell,Snell,LAD,SP,,11-7-0SV|3.50|1.21|10.88K9,67,Blake Snell (LAD - SP),66,69,68.0,SP,Blake Snell (LAD - SP),https://images.fantasypros.com/images/players/mlb/5835/headshot/70x70.png,Blake Snell (SP - LAD),,Blake Snell (LAD - SP),Blake Snell,Snell,LAD,SP,,"11-7-0SV|3.50|1.21|10.88K9
",1.0,80.0
67,George Kirby_SEA,,,21,,,,,158,,,,,,,361,P,https://www.fantasypros.com/mlb/players/george-kirby.php,173.1,168.0,11.0,0.0,3.56,1.11,69.0,34.0,30.0,30.0,9.0,0.0,8.73,george-kirby,George Kirby (SEA - SP),George Kirby,Kirby,SEA,SP,,11-9-0SV|3.56|1.11|8.73K9,68,George Kirby (SEA - SP),67,70,68.0,SP,George Kirby (SEA - SP),https://images.fantasypros.com/images/players/mlb/20405/headshot/70x70.png,George Kirby (SP - SEA),,George Kirby (SEA - SP),George Kirby,Kirby,SEA,SP,,"11-9-0SV|3.56|1.11|8.73K9
",0.0,55.0
68,Geraldo Perdomo_ARI,548.0,86.0,13,62.0,20.0,0.264,0.353,145,28.0,4.0,75.0,86.0,0.396,0.749,377,H,https://www.fantasypros.com/mlb/players/geraldo-perdomo.php,,,,,,,,,,,,,,geraldo-perdomo,Geraldo Perdomo (ARI - SS),Geraldo Perdomo,Perdomo,ARI,SS,,.264|86R|13HR|62RBI|20SB,69,Geraldo Perdomo (ARI - SS),63,77,70.0,SS,Geraldo Perdomo (ARI - SS),https://images.fantasypros.com/images/players/mlb/43732/headshot/70x70.png,Geraldo Perdomo (SS - ARI),,Geraldo Perdomo (ARI - SS),Geraldo Perdomo,Perdomo,ARI,SS,,".264|86R|13HR|62RBI|20SB
",1.0,38.0
69,Jarren Duran_BOS,535.0,79.0,16,66.0,23.0,0.26,0.321,139,33.0,7.0,48.0,139.0,0.436,0.757,312,H,https://www.fantasypros.com/mlb/players/jarren-duran.php,,,,,,,,,,,,,,jarren-duran,Jarren Duran (BOS - OF),Jarren Duran,Duran,BOS,OF,,.260|79R|16HR|66RBI|23SB,70,Jarren Duran (BOS - OF),68,72,70.0,OF,Jarren Duran (BOS - OF),https://images.fantasypros.com/images/players/mlb/10054/headshot/70x70.png,"Jarren Duran (LF,CF - BOS)",,Jarren Duran (BOS - OF),Jarren Duran,Duran,BOS,OF,,".260|79R|16HR|66RBI|23SB
",0.0,112.0
70,Cody Bellinger_NYY,541.0,75.0,23,79.0,11.0,0.26,0.322,140,26.0,3.0,50.0,92.0,0.444,0.767,368,H,https://www.fantasypros.com/mlb/players/cody-bellinger.php,,,,,,,,,,,,,,cody-bellinger,"Cody Bellinger (NYY - 1B,DH,OF)",Cody Bellinger,Bellinger,NYY,"1B,DH,OF",,.260|75R|23HR|79RBI|11SB,71,"Cody Bellinger (NYY - 1B,DH,OF)",62,79,70.0,OF,Cody Bellinger (NYY - OF),https://images.fantasypros.com/images/players/mlb/6045/headshot/70x70.png,"Cody Bellinger (1B,CF,RF,DH,LF - NYY)",,"Cody Bellinger (NYY - 1B,DH,OF)",Cody Bellinger,Bellinger,NYY,"1B,DH,OF",,".260|75R|23HR|79RBI|11SB
",-1.0,49.0
71,Byron Buxton_MIN,490.0,80.0,28,74.0,17.0,0.249,0.308,122,26.0,4.0,42.0,148.0,0.49,0.798,306,H,https://www.fantasypros.com/mlb/players/byron-buxton.php,,,,,,,,,,,,,,byron-buxton,Byron Buxton (MIN - OF),Byron Buxton,Buxton,MIN,OF,,.249|80R|28HR|74RBI|17SB,72,Byron Buxton (MIN - OF),69,75,72.0,OF,Byron Buxton (MIN - OF),https://images.fantasypros.com/images/players/mlb/4672/headshot/70x70.png,Byron Buxton (CF - MIN),,Byron Buxton (MIN - OF),Byron Buxton,Buxton,MIN,OF,,".249|80R|28HR|74RBI|17SB
",0.0,124.0
72,Aroldis Chapman_BOS,,,6,,,,,43,,,,,,,316,P,https://www.fantasypros.com/mlb/players/aroldis-chapman.php,61.1,85.0,4.0,31.0,3.04,1.16,21.0,28.0,62.0,0.0,3.0,0.0,12.52,aroldis-chapman,Aroldis Chapman (BOS - RP),Aroldis Chapman,Chapman,BOS,RP,,4-3-31SV|3.04|1.16|12.52K9,73,Aroldis Chapman (BOS - RP),88,60,74.0,RP,Aroldis Chapman (BOS - RP),https://images.fantasypros.com/images/players/mlb/3068/headshot/70x70.png,Aroldis Chapman (RP - BOS),,Aroldis Chapman (BOS - RP),Aroldis Chapman,Chapman,BOS,RP,,"4-3-31SV|3.04|1.16|12.52K9
",1.0,106.0
73,Jackson Merrill_SD,556.0,78.0,22,78.0,8.0,0.268,0.317,149,31.0,4.0,40.0,117.0,0.461,0.778,342,H,https://www.fantasypros.com/mlb/players/jackson-merrill.php,,,,,,,,,,,,,,jackson-merrill,Jackson Merrill (SD - OF),Jackson Merrill,Merrill,SD,OF,,.268|78R|22HR|78RBI|8SB,74,Jackson Merrill (SD - OF),81,67,74.0,OF,Jackson Merrill (SD - OF),https://images.fantasypros.com/images/players/mlb/44756/headshot/70x70.png,Jackson Merrill (CF - SD),,Jackson Merrill (SD - OF),Jackson Merrill,Merrill,SD,OF,,".268|78R|22HR|78RBI|8SB
",0.0,67.0
74,David Bednar_NYY,,,7,,,,,52,,,,,,,314,P,https://www.fantasypros.com/mlb/players/david-bednar.php,65.2,77.0,4.0,31.0,3.38,1.14,24.0,22.0,65.0,0.0,3.0,0.0,10.63,david-bednar,David Bednar (NYY - RP),David Bednar,Bednar,NYY,RP,,4-3-31SV|3.38|1.14|10.63K9,75,David Bednar (NYY - RP),91,59,75.0,RP,David Bednar (NYY - RP),https://images.fantasypros.com/images/players/mlb/8451/headshot/70x70.png,David Bednar (RP - NYY),,David Bednar (NYY - RP),David Bednar,Bednar,NYY,RP,,"4-3-31SV|3.38|1.14|10.63K9
",0.0,109.0
75,Maikel Garcia_KC,579.0,83.0,13,65.0,27.0,0.271,0.332,157,32.0,4.0,54.0,94.0,0.406,0.738,371,H,https://www.fantasypros.com/mlb/players/maikel-garcia.php,,,,,,,,,,,,,,maikel-garcia,"Maikel Garcia (KC - 2B,3B,SS)",Maikel Garcia,Garcia,KC,"2B,3B,SS",,.271|83R|13HR|65RBI|27SB,76,"Maikel Garcia (KC - 2B,3B,SS)",70,81,76.0,"2B,3B,OF,SS","Maikel Garcia (KC - 2B,3B,OF,SS)",https://images.fantasypros.com/images/players/mlb/44626/headshot/70x70.png,"Maikel Garcia (2B,3B,SS - KC)",,"Maikel Garcia (KC - 2B,3B,SS)",Maikel Garcia,Garcia,KC,"2B,3B,SS",,".271|83R|13HR|65RBI|27SB
",0.0,47.0
76,Dylan Cease_TOR,,,22,,,,,148,,,,,,,382,P,https://www.fantasypros.com/mlb/players/dylan-cease.php,177.0,207.0,12.0,0.0,3.76,1.21,74.0,66.0,31.0,31.0,9.0,0.0,10.53,dylan-cease,Dylan Cease (TOR - SP),Dylan Cease,Cease,TOR,SP,,12-9-0SV|3.76|1.21|10.53K9,77,Dylan Cease (TOR - SP),73,78,76.0,SP,Dylan Cease (TOR - SP),https://images.fantasypros.com/images/players/mlb/6848/headshot/70x70.png,Dylan Cease (SP - TOR),,Dylan Cease (TOR - SP),Dylan Cease,Cease,TOR,SP,,"12-9-0SV|3.76|1.21|10.53K9
",-1.0,33.0
77,Hunter Goodman_COL,513.0,71.0,28,85.0,2.0,0.255,0.301,131,28.0,3.0,34.0,144.0,0.483,0.784,296,H,https://www.fantasypros.com/mlb/players/hunter-goodman.php,,,,,,,,,,,,,,hunter-goodman,"Hunter Goodman (COL - C,DH,OF)",Hunter Goodman,Goodman,COL,"C,DH,OF",,.255|71R|28HR|85RBI|2SB,78,"Hunter Goodman (COL - C,DH,OF)",85,68,76.0,"C,DH","Hunter Goodman (COL - C,DH)",https://images.fantasypros.com/images/players/mlb/45393/headshot/70x70.png,"Hunter Goodman (C,RF,DH - COL)",,"Hunter Goodman (COL - C,DH,OF)",Hunter Goodman,Goodman,COL,"C,DH,OF",,".255|71R|28HR|85RBI|2SB
",-2.0,141.0
78,George Springer_TOR,514.0,82.0,24,71.0,13.0,0.258,0.333,133,24.0,2.0,58.0,114.0,0.452,0.785,346,H,https://www.fantasypros.com/mlb/players/george-springer.php,,,,,,,,,,,,,,george-springer,"George Springer (TOR - DH,OF)",George Springer,Springer,TOR,"DH,OF",,.258|82R|24HR|71RBI|13SB,79,"George Springer (TOR - DH,OF)",57,100,78.0,"DH,OF","George Springer (TOR - DH,OF)",https://images.fantasypros.com/images/players/mlb/4614/headshot/70x70.png,"George Springer (RF,DH,CF,LF - TOR)",,"George Springer (TOR - DH,OF)",George Springer,Springer,TOR,"DH,OF",,".258|82R|24HR|71RBI|13SB
",-1.0,66.0
79,Jesus Luzardo_PHI,,,22,,,,,151,,,,,,,367,P,https://www.fantasypros.com/mlb/players/jesus-luzardo.php,173.6,190.0,11.0,0.0,3.67,1.18,71.0,55.0,30.0,30.0,9.0,0.0,9.85,jesus-luzardo,Jesus Luzardo (PHI - SP),Jesus Luzardo,Luzardo,PHI,SP,,11-9-0SV|3.67|1.18|9.85K9,80,Jesus Luzardo (PHI - SP),79,80,80.0,SP,Jesus Luzardo (PHI - SP),https://images.fantasypros.com/images/players/mlb/6889/headshot/70x70.png,Jesus Luzardo (SP - PHI),,Jesus Luzardo (PHI - SP),Jesus Luzardo,Luzardo,PHI,SP,,"11-9-0SV|3.67|1.18|9.85K9
",0.0,50.0
80,Spencer Schwellenbach_ATL,,,19,,,,,148,,,,,,,335,P,https://www.fantasypros.com/mlb/players/spencer-schwellenbach.php,162.1,158.0,11.0,0.0,3.6,1.14,65.0,37.0,27.0,27.0,8.0,0.0,8.77,spencer-schwellenbach,Spencer Schwellenbach (ATL - SP),Spencer Schwellenbach,Schwellenbach,ATL,SP,,11-8-0SV|3.60|1.14|8.77K9,81,Spencer Schwellenbach (ATL - SP),86,82,84.0,SP,Spencer Schwellenbach (ATL - SP),https://images.fantasypros.com/images/players/mlb/44729/headshot/70x70.png,Spencer Schwellenbach (SP - ATL),,Spencer Schwellenbach (ATL - SP),Spencer Schwellenbach,Schwellenbach,ATL,SP,,"11-8-0SV|3.60|1.14|8.77K9
",3.0,81.0
81,Vinnie Pasquantino_KC,556.0,76.0,25,87.0,1.0,0.262,0.325,146,30.0,2.0,52.0,91.0,0.461,0.786,382,H,https://www.fantasypros.com/mlb/players/vinnie-pasquantino.php,,,,,,,,,,,,,,vinnie-pasquantino,"Vinnie Pasquantino (KC - 1B,DH)",Vinnie Pasquantino,Pasquantino,KC,"1B,DH",,.262|76R|25HR|87RBI|1SB,82,"Vinnie Pasquantino (KC - 1B,DH)",84,84,84.0,"1B,DH","Vinnie Pasquantino (KC - 1B,DH)",https://images.fantasypros.com/images/players/mlb/44894/headshot/70x70.png,"Vinnie Pasquantino (1B,DH - KC)",,"Vinnie Pasquantino (KC - 1B,DH)",Vinnie Pasquantino,Pasquantino,KC,"1B,DH",,".262|76R|25HR|87RBI|1SB
",2.0,34.0
82,Devin Williams_NYM,,,6,,,,,49,,,,,,,324,P,https://www.fantasypros.com/mlb/players/devin-williams-p.php,66.0,86.0,4.0,31.0,3.25,1.17,24.0,28.0,67.0,0.0,3.0,0.0,11.73,devin-williams-p,Devin Williams (NYM - RP),Devin Williams,Williams,NYM,RP,,4-3-31SV|3.25|1.17|11.73K9,83,Devin Williams (NYM - RP),93,76,84.0,RP,Devin Williams (NYM - RP),https://images.fantasypros.com/images/players/mlb/27766/headshot/70x70.png,Devin Williams (RP - NYM),,Devin Williams (NYM - RP),Devin Williams,Williams,NYM,RP,,"4-3-31SV|3.25|1.17|11.73K9
",1.0,92.0
83,Seiya Suzuki_CHC,539.0,78.0,25,82.0,8.0,0.253,0.333,136,26.0,3.0,64.0,155.0,0.455,0.787,322,H,https://www.fantasypros.com/mlb/players/seiya-suzuki.php,,,,,,,,,,,,,,seiya-suzuki,"Seiya Suzuki (CHC - DH,OF)",Seiya Suzuki,Suzuki,CHC,"DH,OF",,.253|78R|25HR|82RBI|8SB,84,"Seiya Suzuki (CHC - DH,OF)",77,92,84.0,"DH,OF","Seiya Suzuki (CHC - DH,OF)",https://images.fantasypros.com/images/players/mlb/6973/headshot/70x70.png,"Seiya Suzuki (RF,DH,LF - CHC)",,"Seiya Suzuki (CHC - DH,OF)",Seiya Suzuki,Suzuki,CHC,"DH,OF",,".253|78R|25HR|82RBI|8SB
",0.0,95.0
84,Nick Pivetta_SD,,,27,,,,,154,,,,,,,366,P,https://www.fantasypros.com/mlb/players/nick-pivetta.php,178.4,193.0,11.0,0.0,3.95,1.17,78.0,54.0,31.0,31.0,10.0,0.0,9.74,nick-pivetta,Nick Pivetta (SD - SP),Nick Pivetta,Pivetta,SD,SP,,11-10-0SV|3.95|1.17|9.74K9,85,Nick Pivetta (SD - SP),78,91,84.0,SP,Nick Pivetta (SD - SP),https://images.fantasypros.com/images/players/mlb/6590/headshot/70x70.png,Nick Pivetta (SP - SD),,Nick Pivetta (SD - SP),Nick Pivetta,Pivetta,SD,SP,,"11-10-0SV|3.95|1.17|9.74K9
",-1.0,52.0
85,Kyle Bradish_BAL,,,17,,,,,129,,,,,,,314,P,https://www.fantasypros.com/mlb/players/kyle-bradish.php,148.0,158.0,10.0,0.0,3.6,1.19,59.0,47.0,27.0,27.0,7.0,0.0,9.61,kyle-bradish,Kyle Bradish (BAL - SP),Kyle Bradish,Bradish,BAL,SP,,10-7-0SV|3.60|1.19|9.61K9,86,Kyle Bradish (BAL - SP),87,83,85.0,SP,Kyle Bradish (BAL - SP),https://images.fantasypros.com/images/players/mlb/39964/headshot/70x70.png,Kyle Bradish (SP - BAL),,Kyle Bradish (BAL - SP),Kyle Bradish,Bradish,BAL,SP,,"10-7-0SV|3.60|1.19|9.61K9
",-1.0,110.0
86,Framber Valdez_FA,,,16,,,,,166,,,,,,,350,P,https://www.fantasypros.com/mlb/players/framber-valdez.php,180.4,171.0,12.0,0.0,3.54,1.26,71.0,60.0,30.0,30.0,9.0,0.0,8.53,framber-valdez,Framber Valdez (FA - SP),Framber Valdez,Valdez,FA,SP,FA,12-9-0SV|3.54|1.26|8.53K9,87,Framber Valdez (FA - SP),76,95,86.0,SP,Framber Valdez (FA - SP),https://images.fantasypros.com/images/players/mlb/7627/headshot/70x70.png,Framber Valdez (SP - FA),,Framber Valdez (FA - SP),Framber Valdez,Valdez,FA,SP,,"12-9-0SV|3.54|1.26|8.53K9
",-1.0,65.0
87,Randy Arozarena_SEA,568.0,84.0,22,71.0,23.0,0.233,0.312,132,26.0,1.0,65.0,171.0,0.406,0.718,297,H,https://www.fantasypros.com/mlb/players/randy-arozarena.php,,,,,,,,,,,,,,randy-arozarena,Randy Arozarena (SEA - OF),Randy Arozarena,Arozarena,SEA,OF,,.233|84R|22HR|71RBI|23SB,88,Randy Arozarena (SEA - OF),90,88,89.0,OF,Randy Arozarena (SEA - OF),https://images.fantasypros.com/images/players/mlb/6962/headshot/70x70.png,Randy Arozarena (LF - SEA),,Randy Arozarena (SEA - OF),Randy Arozarena,Arozarena,SEA,OF,,".233|84R|22HR|71RBI|23SB
",1.0,139.0
88,Agustin Ramirez_MIA,432.0,56.0,17,61.0,11.0,0.247,0.303,107,23.0,1.0,35.0,94.0,0.428,0.731,252,H,https://www.fantasypros.com/mlb/players/agustin-ramirez.php,,,,,,,,,,,,,,agustin-ramirez,"Agustin Ramirez (MIA - 1B,C,DH)",Agustin Ramirez,Ramirez,MIA,"1B,C,DH",,.247|56R|17HR|61RBI|11SB,89,"Agustin Ramirez (MIA - 1B,C,DH)",107,74,90.0,"C,DH","Agustin Ramirez (MIA - C,DH)",https://images.fantasypros.com/images/players/mlb/47304/headshot/70x70.png,"Agustin Ramirez (C,1B,DH - MIA)",,"Agustin Ramirez (MIA - 1B,C,DH)",Agustin Ramirez,Ramirez,MIA,"1B,C,DH",,".247|56R|17HR|61RBI|11SB
",1.0,230.0
89,Tyler Soderstrom_ATH,507.0,72.0,24,78.0,5.0,0.256,0.321,130,27.0,2.0,48.0,132.0,0.461,0.781,305,H,https://www.fantasypros.com/mlb/players/tyler-soderstrom.php,,,,,,,,,,,,,,tyler-soderstrom,"Tyler Soderstrom (ATH - 1B,OF)",Tyler Soderstrom,Soderstrom,ATH,"1B,OF",,.256|72R|24HR|78RBI|5SB,90,"Tyler Soderstrom (ATH - 1B,OF)",94,90,92.0,"1B,OF","Tyler Soderstrom (ATH - 1B,OF)",https://images.fantasypros.com/images/players/mlb/43845/headshot/70x70.png,"Tyler Soderstrom (1B,LF - ATH)",,"Tyler Soderstrom (ATH - 1B,OF)",Tyler Soderstrom,Soderstrom,ATH,"1B,OF",,".256|72R|24HR|78RBI|5SB
",2.0,130.0
90,Bo Bichette_NYM,575.0,77.0,18,78.0,6.0,0.285,0.332,163,31.0,2.0,41.0,102.0,0.442,0.773,353,H,https://www.fantasypros.com/mlb/players/bo-bichette.php,,,,,,,,,,,,,,bo-bichette,Bo Bichette (NYM - SS),Bo Bichette,Bichette,NYM,SS,,.285|77R|18HR|78RBI|6SB,91,Bo Bichette (NYM - SS),80,105,92.0,SS,Bo Bichette (NYM - SS),https://images.fantasypros.com/images/players/mlb/6808/headshot/70x70.png,Bo Bichette (SS - NYM),,Bo Bichette (NYM - SS),Bo Bichette,Bichette,NYM,SS,,".285|77R|18HR|78RBI|6SB
",1.0,62.0
91,Nico Hoerner_CHC,548.0,69.0,7,55.0,25.0,0.277,0.324,152,27.0,3.0,39.0,58.0,0.376,0.7,338,H,https://www.fantasypros.com/mlb/players/nico-hoerner.php,,,,,,,,,,,,,,nico-hoerner,Nico Hoerner (CHC - 2B),Nico Hoerner,Hoerner,CHC,2B,,.277|69R|7HR|55RBI|25SB,92,Nico Hoerner (CHC - 2B),83,104,94.0,2B,Nico Hoerner (CHC - 2B),https://images.fantasypros.com/images/players/mlb/7934/headshot/70x70.png,Nico Hoerner (2B - CHC),,Nico Hoerner (CHC - 2B),Nico Hoerner,Hoerner,CHC,2B,,".277|69R|7HR|55RBI|25SB
",2.0,78.0
92,Carlos Estevez_KC,,,9,,,,,62,,,,,,,265,P,https://www.fantasypros.com/mlb/players/carlos-estevez.php,66.6,61.0,3.0,30.0,4.28,1.29,32.0,24.0,66.0,0.0,3.0,0.0,8.24,carlos-estevez,Carlos Estevez (KC - RP),Carlos Estevez,Estevez,KC,RP,,3-3-30SV|4.28|1.29|8.24K9,93,Carlos Estevez (KC - RP),101,87,94.0,RP,Carlos Estevez (KC - RP),https://images.fantasypros.com/images/players/mlb/5929/headshot/70x70.png,Carlos Estevez (RP - KC),,Carlos Estevez (KC - RP),Carlos Estevez,Estevez,KC,RP,,"3-3-30SV|4.28|1.29|8.24K9
",1.0,203.0
93,Corey Seager_TEX,475.0,73.0,27,79.0,2.0,0.273,0.354,130,24.0,1.0,59.0,100.0,0.502,0.856,358,H,https://www.fantasypros.com/mlb/players/corey-seager.php,,,,,,,,,,,,,,corey-seager,Corey Seager (TEX - SS),Corey Seager,Seager,TEX,SS,,.273|73R|27HR|79RBI|2SB,94,Corey Seager (TEX - SS),92,98,95.0,SS,Corey Seager (TEX - SS),https://images.fantasypros.com/images/players/mlb/4805/headshot/70x70.png,Corey Seager (SS - TEX),,Corey Seager (TEX - SS),Corey Seager,Seager,TEX,SS,,".273|73R|27HR|79RBI|2SB
",1.0,59.0
94,Salvador Perez_KC,549.0,67.0,26,87.0,0.0,0.251,0.29,138,25.0,0.0,30.0,121.0,0.448,0.738,306,H,https://www.fantasypros.com/mlb/players/salvador-perez.php,,,,,,,,,,,,,,salvador-perez,"Salvador Perez (KC - 1B,C,DH)",Salvador Perez,Perez,KC,"1B,C,DH",,.251|67R|26HR|87RBI|0SB,95,"Salvador Perez (KC - 1B,C,DH)",99,97,98.0,"1B,C,DH","Salvador Perez (KC - 1B,C,DH)",https://images.fantasypros.com/images/players/mlb/4147/headshot/70x70.png,"Salvador Perez (C,1B,DH - KC)",,"Salvador Perez (KC - 1B,C,DH)",Salvador Perez,Perez,KC,"1B,C,DH",,".251|67R|26HR|87RBI|0SB
",3.0,125.0
95,Jeremy Pena_HOU,575.0,82.0,18,68.0,18.0,0.272,0.317,157,30.0,2.0,38.0,112.0,0.423,0.74,340,H,https://www.fantasypros.com/mlb/players/jeremy-pena.php,,,,,,,,,,,,,,jeremy-pena,Jeremy Pena (HOU - SS),Jeremy Pena,Pena,HOU,SS,,.272|82R|18HR|68RBI|18SB,96,Jeremy Pena (HOU - SS),104,94,99.0,SS,Jeremy Pena (HOU - SS),https://images.fantasypros.com/images/players/mlb/43642/headshot/70x70.png,Jeremy Pena (SS - HOU),,Jeremy Pena (HOU - SS),Jeremy Pena,Pena,HOU,SS,,".272|82R|18HR|68RBI|18SB
",3.0,70.0
96,Spencer Strider_ATL,,,21,,,,,133,,,,,,,323,P,https://www.fantasypros.com/mlb/players/spencer-strider.php,154.8,179.0,10.0,0.0,3.93,1.22,68.0,55.0,27.0,27.0,8.0,0.0,10.41,spencer-strider,Spencer Strider (ATL - SP),Spencer Strider,Strider,ATL,SP,,10-8-0SV|3.93|1.22|10.41K9,97,Spencer Strider (ATL - SP),100,99,100.0,SP,Spencer Strider (ATL - SP),https://images.fantasypros.com/images/players/mlb/44282/headshot/70x70.png,Spencer Strider (SP - ATL),,Spencer Strider (ATL - SP),Spencer Strider,Strider,ATL,SP,,"10-8-0SV|3.93|1.22|10.41K9
",3.0,93.0
97,Drake Baldwin_ATL,449.0,60.0,17,67.0,1.0,0.26,0.327,116,20.0,1.0,45.0,90.0,0.429,0.756,272,H,https://www.fantasypros.com/mlb/players/drake-baldwin.php,,,,,,,,,,,,,,drake-baldwin,"Drake Baldwin (ATL - C,DH)",Drake Baldwin,Baldwin,ATL,"C,DH",,.260|60R|17HR|67RBI|1SB,98,"Drake Baldwin (ATL - C,DH)",115,86,100.0,C,Drake Baldwin (ATL - C),https://images.fantasypros.com/images/players/mlb/46737/headshot/70x70.png,"Drake Baldwin (C,DH - ATL)",,"Drake Baldwin (ATL - C,DH)",Drake Baldwin,Baldwin,ATL,"C,DH",,".260|60R|17HR|67RBI|1SB
",2.0,190.0
98,Oneil Cruz_PIT,452.0,67.0,21,63.0,26.0,0.238,0.317,107,22.0,3.0,53.0,154.0,0.439,0.756,257,H,https://www.fantasypros.com/mlb/players/oneil-cruz-3b.php,,,,,,,,,,,,,,oneil-cruz-3b,"Oneil Cruz (PIT - OF,SS)",Oneil Cruz,Cruz,PIT,"OF,SS",,.238|67R|21HR|63RBI|26SB,99,"Oneil Cruz (PIT - OF,SS)",112,89,100.0,OF,Oneil Cruz (PIT - OF),https://images.fantasypros.com/images/players/mlb/39199/headshot/70x70.png,"Oneil Cruz (SS,CF - PIT)",,"Oneil Cruz (PIT - OF,SS)",Oneil Cruz,Cruz,PIT,"OF,SS",,".238|67R|21HR|63RBI|26SB
",1.0,224.0
99,Eugenio Suarez_FA,530.0,72.0,30,84.0,3.0,0.227,0.293,120,23.0,1.0,50.0,176.0,0.443,0.736,270,H,https://www.fantasypros.com/mlb/players/eugenio-suarez.php,,,,,,,,,,,,,,eugenio-suarez,Eugenio Suarez (FA - 3B),Eugenio Suarez,Suarez,FA,3B,FA,.227|72R|30HR|84RBI|3SB,100,Eugenio Suarez (FA - 3B),95,109,102.0,3B,Eugenio Suarez (FA - 3B),https://images.fantasypros.com/images/players/mlb/5332/headshot/70x70.png,Eugenio Suarez (3B - FA),,Eugenio Suarez (FA - 3B),Eugenio Suarez,Suarez,FA,3B,,".227|72R|30HR|84RBI|3SB
",2.0,193.0
100,Michael Harris II_ATL,506.0,67.0,19,68.0,17.0,0.268,0.303,136,25.0,3.0,25.0,105.0,0.445,0.747,297,H,https://www.fantasypros.com/mlb/players/michael-harris.php,,,,,,,,,,,,,,michael-harris,Michael Harris II (ATL - OF),Michael Harris II,Harris II,ATL,OF,,.268|67R|19HR|68RBI|17SB,101,Michael Harris II (ATL - OF),109,96,102.0,OF,Michael Harris II (ATL - OF),https://images.fantasypros.com/images/players/mlb/43924/headshot/70x70.png,Michael Harris II (CF - ATL),,Michael Harris II (ATL - OF),Michael Harris II,Harris II,ATL,OF,,".268|67R|19HR|68RBI|17SB
",1.0,140.0
101,Jose Altuve_HOU,552.0,77.0,20,73.0,12.0,0.261,0.323,144,26.0,1.0,51.0,106.0,0.423,0.746,340,H,https://www.fantasypros.com/mlb/players/jose-altuve.php,,,,,,,,,,,,,,jose-altuve,"Jose Altuve (HOU - 2B,DH,OF)",Jose Altuve,Altuve,HOU,"2B,DH,OF",,.261|77R|20HR|73RBI|12SB,102,"Jose Altuve (HOU - 2B,DH,OF)",96,110,103.0,"2B,DH,OF","Jose Altuve (HOU - 2B,DH,OF)",https://images.fantasypros.com/images/players/mlb/4334/headshot/70x70.png,"Jose Altuve (2B,LF,DH - HOU)",,"Jose Altuve (HOU - 2B,DH,OF)",Jose Altuve,Altuve,HOU,"2B,DH,OF",,".261|77R|20HR|73RBI|12SB
",1.0,71.0
102,Nolan McLean_NYM,,,16,,,,,136,,,,,,,283,P,https://www.fantasypros.com/mlb/players/nolan-mclean.php,151.7,147.0,10.0,0.0,3.78,1.29,64.0,59.0,27.0,27.0,8.0,0.0,8.72,nolan-mclean,"Nolan McLean (NYM - DH,SP)",Nolan McLean,McLean,NYM,"DH,SP",,10-8-0SV|3.78|1.29|8.72K9,103,"Nolan McLean (NYM - DH,SP)",103,103,103.0,SP,Nolan McLean (NYM - SP),https://images.fantasypros.com/images/players/mlb/missing/headshot/70x70.png,"Nolan McLean (DH,SP - NYM)",,"Nolan McLean (NYM - DH,SP)",Nolan McLean,McLean,NYM,"DH,SP",,"10-8-0SV|3.78|1.29|8.72K9
",0.0,163.0
103,Eury Perez_MIA,,,21,,,,,125,,,,,,,308,P,https://www.fantasypros.com/mlb/players/eury-perez-p.php,149.2,166.0,9.0,0.0,3.92,1.18,65.0,51.0,28.0,28.0,9.0,0.0,10.01,eury-perez-p,Eury Perez (MIA - SP),Eury Perez,Perez,MIA,SP,,9-9-0SV|3.92|1.18|10.01K9,104,Eury Perez (MIA - SP),114,93,104.0,SP,Eury Perez (MIA - SP),https://images.fantasypros.com/images/players/mlb/44610/headshot/70x70.png,Eury Perez (SP - MIA),,Eury Perez (MIA - SP),Eury Perez,Perez,MIA,SP,,"9-9-0SV|3.92|1.18|10.01K9
",0.0,119.0
